seqname,source,feature,start,end,score,strand,frame,CCDS,basic,ccds_id,cds_end_NF,cds_start_NF,exon_id,exon_number,exon_version,gene_biotype,gene_id,gene_name,gene_source,gene_version,mRNA_end_NF,mRNA_start_NF,protein_id,protein_version,seleno,transcript_biotype,transcript_id,transcript_name,transcript_source,transcript_support_level,transcript_version
1,havana,exon,146386,146509,.,-,.,,1.0,,,,ENSE00001853409,8,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000466557,AL627309.5-203,havana,5,6
1,havana,transcript,165889,168767,.,-,.,,,,,,,,,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000491962,AL627309.5-204,havana,5,1
1,havana,exon,168610,168767,.,-,.,,,,,,ENSE00001939117,1,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000491962,AL627309.5-204,havana,5,1
1,havana,exon,168100,168165,.,-,.,,,,,,ENSE00001947087,2,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000491962,AL627309.5-204,havana,5,1
1,havana,exon,165889,165942,.,-,.,,,,,,ENSE00001898156,3,1,processed_transcript,ENSG00000241860,AL627309.5,havana,6,,,,,,lincRNA,ENST00000491962,AL627309.5-204,havana,5,1
1,ensembl,gene,157784,157887,.,-,.,,,,,,,,,snRNA,ENSG00000222623,RNU6-1100P,ensembl,1,,,,,,,,,,,
1,ensembl,transcript,157784,157887,.,-,.,,1.0,,,,,,,snRNA,ENSG00000222623,RNU6-1100P,ensembl,1,,,,,,snRNA,ENST00000410691,RNU6-1100P-201,ensembl,NA,1
1,ensembl,exon,157784,157887,.,-,.,,1.0,,,,ENSE00001807945,1,1,snRNA,ENSG00000222623,RNU6-1100P,ensembl,1,,,,,,snRNA,ENST00000410691,RNU6-1100P-201,ensembl,NA,1
1,havana,gene,160446,161525,.,+,.,,,,,,,,,lincRNA,ENSG00000241599,AL627309.4,havana,1,,,,,,,,,,,
1,havana,transcript,160446,161525,.,+,.,,1.0,,,,,,,lincRNA,ENSG00000241599,AL627309.4,havana,1,,,,,,lincRNA,ENST00000496488,AL627309.4-201,havana,5,1
1,havana,exon,160446,160690,.,+,.,,1.0,,,,ENSE00001882727,1,1,lincRNA,ENSG00000241599,AL627309.4,havana,1,,,,,,lincRNA,ENST00000496488,AL627309.4-201,havana,5,1
1,havana,exon,161314,161525,.,+,.,,1.0,,,,ENSE00001895361,2,1,lincRNA,ENSG00000241599,AL627309.4,havana,1,,,,,,lincRNA,ENST00000496488,AL627309.4-201,havana,5,1
1,havana,gene,182696,184174,.,+,.,,,,,,,,,unprocessed_pseudogene,ENSG00000279928,FO538757.2,havana,2,,,,,,,,,,,
1,havana,transcript,182696,184174,.,+,.,,1.0,,,,,,,unprocessed_pseudogene,ENSG00000279928,FO538757.2,havana,2,,,,,,unprocessed_pseudogene,ENST00000624431,FO538757.2-201,havana,NA,2
1,havana,exon,182696,182746,.,+,.,,1.0,,,,ENSE00003759020,1,2,unprocessed_pseudogene,ENSG00000279928,FO538757.2,havana,2,,,,,,unprocessed_pseudogene,ENST00000624431,FO538757.2-201,havana,NA,2
1,havana,exon,183132,183216,.,+,.,,1.0,,,,ENSE00003759581,2,2,unprocessed_pseudogene,ENSG00000279928,FO538757.2,havana,2,,,,,,unprocessed_pseudogene,ENST00000624431,FO538757.2-201,havana,NA,2
1,havana,exon,183494,183571,.,+,.,,1.0,,,,ENSE00003804405,3,1,unprocessed_pseudogene,ENSG00000279928,FO538757.2,havana,2,,,,,,unprocessed_pseudogene,ENST00000624431,FO538757.2-201,havana,NA,2
1,havana,exon,183740,183901,.,+,.,,1.0,,,,ENSE00003807458,4,1,unprocessed_pseudogene,ENSG00000279928,FO538757.2,havana,2,,,,,,unprocessed_pseudogene,ENST00000624431,FO538757.2-201,havana,NA,2
1,havana,exon,183981,184174,.,+,.,,1.0,,,,ENSE00003760199,5,2,unprocessed_pseudogene,ENSG00000279928,FO538757.2,havana,2,,,,,,unprocessed_pseudogene,ENST00000624431,FO538757.2-201,havana,NA,2
1,havana,gene,185217,195411,.,-,.,,,,,,,,,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,,,,,,
1,havana,transcript,185217,195411,.,-,.,,1.0,,,,,,,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,195263,195411,.,-,.,,1.0,,,,ENSE00003755778,1,1,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,188791,188902,.,-,.,,1.0,,,,ENSE00003755850,2,1,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,188439,188584,.,-,.,,1.0,,,,ENSE00003755821,3,2,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,188130,188266,.,-,.,,1.0,,,,ENSE00003759270,4,1,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,187755,187890,.,-,.,,1.0,,,,ENSE00003757255,5,2,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,187376,187577,.,-,.,,1.0,,,,ENSE00003755701,6,1,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,187129,187287,.,-,.,,1.0,,,,ENSE00003759679,7,1,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,186317,186469,.,-,.,,1.0,,,,ENSE00003757727,8,1,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,185491,185559,.,-,.,,1.0,,,,ENSE00003757943,9,1,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,havana,exon,185217,185350,.,-,.,,1.0,,,,ENSE00003755076,10,2,unprocessed_pseudogene,ENSG00000279457,FO538757.1,havana,4,,,,,,unprocessed_pseudogene,ENST00000623083,FO538757.1-201,havana,NA,4
1,mirbase,gene,187891,187958,.,-,.,,,,,,,,,miRNA,ENSG00000273874,MIR6859-2,mirbase,1,,,,,,,,,,,
1,mirbase,transcript,187891,187958,.,-,.,,1.0,,,,,,,miRNA,ENSG00000273874,MIR6859-2,mirbase,1,,,,,,miRNA,ENST00000612080,MIR6859-2-201,mirbase,NA,1
1,mirbase,exon,187891,187958,.,-,.,,1.0,,,,ENSE00003737837,1,1,miRNA,ENSG00000273874,MIR6859-2,mirbase,1,,,,,,miRNA,ENST00000612080,MIR6859-2-201,mirbase,NA,1
1,havana,gene,257864,359681,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,,,,,,
1,havana,transcript,257864,264733,.,-,.,,1.0,,,,,,,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000442116,AP006222.1-201,havana,5,1
1,havana,exon,264604,264733,.,-,.,,1.0,,,,ENSE00001149252,1,5,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000442116,AP006222.1-201,havana,5,1
1,havana,exon,257864,259025,.,-,.,,1.0,,,,ENSE00001677641,2,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000442116,AP006222.1-201,havana,5,1
1,havana,transcript,257913,268816,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000448958,AP006222.1-202,havana,5 (assigned to previous version 1),2
1,havana,exon,268667,268816,.,-,.,,,,,,ENSE00001688505,1,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000448958,AP006222.1-202,havana,5 (assigned to previous version 1),2
1,havana,exon,267303,268204,.,-,.,,,,,,ENSE00001769002,2,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000448958,AP006222.1-202,havana,5 (assigned to previous version 1),2
1,havana,exon,261550,261634,.,-,.,,,,,,ENSE00003786235,3,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000448958,AP006222.1-202,havana,5 (assigned to previous version 1),2
1,havana,exon,257913,259025,.,-,.,,,,,,ENSE00003813893,4,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000448958,AP006222.1-202,havana,5 (assigned to previous version 1),2
1,havana,transcript,258144,359681,.,-,.,,1.0,,,,,,,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000441866,AP006222.1-203,havana,5 (assigned to previous version 1),2
1,havana,exon,359345,359681,.,-,.,,1.0,,,,ENSE00001670287,1,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000441866,AP006222.1-203,havana,5 (assigned to previous version 1),2
1,havana,exon,358049,358183,.,-,.,,1.0,,,,ENSE00001729229,2,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000441866,AP006222.1-203,havana,5 (assigned to previous version 1),2
1,havana,exon,356685,357586,.,-,.,,1.0,,,,ENSE00003789911,3,2,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000441866,AP006222.1-203,havana,5 (assigned to previous version 1),2
1,havana,exon,258144,259025,.,-,.,,1.0,,,,ENSE00001697698,4,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000441866,AP006222.1-203,havana,5 (assigned to previous version 1),2
1,havana,transcript,258524,268816,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000634344,AP006222.1-204,havana,5 (assigned to previous version 1),2
1,havana,exon,268667,268816,.,-,.,,,,,,ENSE00001688505,1,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000634344,AP006222.1-204,havana,5 (assigned to previous version 1),2
1,havana,exon,267303,268204,.,-,.,,,,,,ENSE00001769002,2,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000634344,AP006222.1-204,havana,5 (assigned to previous version 1),2
1,havana,exon,258524,259025,.,-,.,,,,,,ENSE00003789731,3,2,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000634344,AP006222.1-204,havana,5 (assigned to previous version 1),2
1,havana,transcript,258568,259024,.,-,.,,1.0,,,,,,,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,transcribed_processed_pseudogene,ENST00000450734,AP006222.1-205,havana,NA,1
1,havana,exon,258568,259024,.,-,.,,1.0,,,,ENSE00001787230,1,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,transcribed_processed_pseudogene,ENST00000450734,AP006222.1-205,havana,NA,1
1,havana,transcript,263015,297502,.,-,.,,,,,,,,,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000424587,AP006222.1-206,havana,5 (assigned to previous version 6),7
1,havana,exon,297345,297502,.,-,.,,,,,,ENSE00001697423,1,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000424587,AP006222.1-206,havana,5 (assigned to previous version 6),7
1,havana,exon,289266,289370,.,-,.,,,,,,ENSE00001694491,2,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000424587,AP006222.1-206,havana,5 (assigned to previous version 6),7
1,havana,exon,268667,268816,.,-,.,,,,,,ENSE00001688505,3,1,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000424587,AP006222.1-206,havana,5 (assigned to previous version 6),7
1,havana,exon,263015,268204,.,-,.,,,,,,ENSE00001785078,4,3,transcribed_processed_pseudogene,ENSG00000228463,AP006222.1,havana,10,,,,,,processed_transcript,ENST00000424587,AP006222.1-206,havana,5 (assigned to previous version 6),7
1,havana,gene,347982,348366,.,-,.,,,,,,,,,processed_pseudogene,ENSG00000236679,RPL23AP24,havana,2,,,,,,,,,,,
1,havana,transcript,347982,348366,.,-,.,,1.0,,,,,,,processed_pseudogene,ENSG00000236679,RPL23AP24,havana,2,,,,,,processed_pseudogene,ENST00000458203,RPL23AP24-201,havana,NA,2
1,havana,exon,347982,348366,.,-,.,,1.0,,,,ENSE00001707201,1,2,processed_pseudogene,ENSG00000236679,RPL23AP24,havana,2,,,,,,processed_pseudogene,ENST00000458203,RPL23AP24-201,havana,NA,2
1,havana,gene,358857,366052,.,+,.,,,,,,,,,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,,,,,,
1,havana,transcript,358857,365704,.,+,.,,,,,,,,,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000450983,AL732372.1-201,havana,5,1
1,havana,exon,358857,358929,.,+,.,,,,,,ENSE00001634442,1,1,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000450983,AL732372.1-201,havana,5,1
1,havana,exon,365171,365704,.,+,.,,,,,,ENSE00001787178,2,1,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000450983,AL732372.1-201,havana,5,1
1,havana,transcript,358872,365510,.,+,.,,,,,,,,,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000412666,AL732372.1-202,havana,1,1
1,havana,exon,358872,358957,.,+,.,,,,,,ENSE00001700697,1,1,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000412666,AL732372.1-202,havana,1,1
1,havana,exon,365171,365510,.,+,.,,,,,,ENSE00001745103,2,1,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000412666,AL732372.1-202,havana,1,1
1,havana,transcript,360057,366052,.,+,.,,1.0,,,,,,,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000635159,AL732372.1-203,havana,1,1
1,havana,exon,360057,360168,.,+,.,,1.0,,,,ENSE00003784495,1,1,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000635159,AL732372.1-203,havana,1,1
1,havana,exon,365171,366052,.,+,.,,1.0,,,,ENSE00003791014,2,1,lincRNA,ENSG00000236601,AL732372.1,havana,2,,,,,,lincRNA,ENST00000635159,AL732372.1-203,havana,1,1
